spec,family,rp,out,preproc,extractor,params,spec_sim,codec,task,seed,dim,F,C,epochs,sim,weight,multi,proto_bits,quant_train,val_acc,id_acc,margin_id,geom_fid,fit_s,mem_kb,vec_bits,ops_per_query,ext_bits,ext_ops,rp_density,rp_rank,acc_shift_6,margin_ood,acc_shift_12,acc_shift_18
learned,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,,linear,1,64,64,30,30,cosine,uniform,1,32,0,0.9908333420753479,0.9919999837875366,0.3919728696346283,0.5871142988494412,0.336,24.0,1.0,6208,0,0,,,,,,
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,linear,1,64,64,30,30,cosine,uniform,1,32,0,0.8683333396911621,0.8726666569709778,0.14062762260437012,0.5663271325044217,0.014,23.5,1.0,6080,0,0,,,,,,
gaussian,linear,gaussian,bipolar,none,raw,,,,linear,1,128,64,30,30,cosine,uniform,1,32,0,0.9516667127609253,0.9440000057220459,0.18636758625507355,0.712857997940081,0.007,47.0,1.0,12160,0,0,1.0,64.0,,,,
rademacher,linear,rademacher,bipolar,none,raw,,,,linear,1,128,64,30,30,cosine,uniform,1,32,0,0.9608333706855774,0.9539999961853027,0.20392175018787384,0.6953864495874187,0.006,47.0,1.0,12160,0,0,1.0,64.0,,,,
very_sparse,linear,very_sparse,bipolar,none,raw,,,,linear,1,128,64,30,30,cosine,uniform,1,32,0,0.9550000429153442,0.9553333520889282,0.1973106861114502,0.6932388475110935,0.006,19.2,1.0,5043,0,0,0.1312,64.0,,,,
count_sketch,linear,count_sketch,bipolar,none,raw,,,,linear,1,128,64,30,30,cosine,uniform,1,32,0,0.9066666960716248,0.8973333239555359,0.035467445850372314,0.5965444783560983,0.009,15.25,1.0,4032,0,0,0.0078,52.0,,,,
srht,linear,srht,bipolar,none,raw,,,,linear,1,128,64,30,30,cosine,uniform,1,32,0,0.9200000166893005,0.9020000100135803,0.16870653629302979,0.581500932576851,0.008,47.0,1.0,12160,0,0,1.0,59.0,,,,
orthogonal,linear,orthogonal,bipolar,none,raw,,,,linear,1,128,64,30,30,cosine,uniform,1,32,0,0.98416668176651,0.9826666712760925,0.23362210392951965,0.7783384418642779,0.006,47.0,1.0,12160,0,0,1.0,64.0,,,,
sobol,linear,sobol,bipolar,none,raw,,,,linear,1,128,64,30,30,cosine,uniform,1,32,0,0.9608333706855774,0.9639999866485596,0.20700030028820038,0.7093529587555113,0.008,47.0,1.0,12160,0,0,1.0,64.0,,,,
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_grid"": [0.05, 0.1, 0.25, 0.5, 1.0], ""bw_select"": ""val""}",,,linear,1,128,64,30,30,cosine,uniform,1,32,0,0.9725000262260437,0.9666666388511658,0.0852830708026886,0.5225205928169878,0.029,47.5,32.0,12160,0,0,,,,,,
fpe_b1,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,,linear,1,128,64,30,30,cosine,uniform,1,32,0,0.45000001788139343,0.46133333444595337,-0.005681207403540611,0.01613878651314457,0.028,47.02,1.0,12160,0,0,,,,,,
learned,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,,linear,1,128,64,30,30,cosine,uniform,1,32,0,0.996666669845581,0.9940000176429749,0.4085038900375366,0.6500289071705546,0.307,47.5,1.0,12288,0,0,,,,,,
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,linear,1,128,64,30,30,cosine,uniform,1,32,0,0.96833336353302,0.9566666483879089,0.2012777328491211,0.6889456399726664,0.012,47.0,1.0,12160,0,0,,,,,,
gaussian,linear,gaussian,bipolar,none,raw,,,,linear,1,256,64,30,30,cosine,uniform,1,32,0,0.9850000143051147,0.9753333330154419,0.22000658512115479,0.8106204610052659,0.006,94.0,1.0,24320,0,0,1.0,64.0,,,,
rademacher,linear,rademacher,bipolar,none,raw,,,,linear,1,256,64,30,30,cosine,uniform,1,32,0,0.9808333516120911,0.9800000190734863,0.23017576336860657,0.8031446537882386,0.006,94.0,1.0,24320,0,0,1.0,64.0,,,,
very_sparse,linear,very_sparse,bipolar,none,raw,,,,linear,1,256,64,30,30,cosine,uniform,1,32,0,0.9800000190734863,0.9826666712760925,0.22542569041252136,0.8071747549318093,0.006,38.22,1.0,10040,0,0,0.1284,64.0,,,,
count_sketch,linear,count_sketch,bipolar,none,raw,,,,linear,1,256,64,30,30,cosine,uniform,1,32,0,0.9416666626930237,0.9333333373069763,0.021137623116374016,0.6294239791240165,0.007,30.25,1.0,8000,0,0,0.0039,58.0,,,,
srht,linear,srht,bipolar,none,raw,,,,linear,1,256,64,30,30,cosine,uniform,1,32,0,0.9375,0.9366666674613953,0.1846805363893509,0.6096209705076541,0.008,94.0,1.0,24320,0,0,1.0,64.0,,,,
orthogonal,linear,orthogonal,bipolar,none,raw,,,,linear,1,256,64,30,30,cosine,uniform,1,32,0,0.9925000071525574,0.9866666793823242,0.24600163102149963,0.8658664867852575,0.007,94.0,1.0,24320,0,0,1.0,64.0,,,,
sobol,linear,sobol,bipolar,none,raw,,,,linear,1,256,64,30,30,cosine,uniform,1,32,0,0.987500011920929,0.9879999756813049,0.2383340448141098,0.8359610398617624,0.008,94.0,1.0,24320,0,0,1.0,64.0,,,,
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_grid"": [0.05, 0.1, 0.25, 0.5, 1.0], ""bw_select"": ""val""}",,,linear,1,256,64,30,30,cosine,uniform,1,32,0,0.9850000143051147,0.9806666374206543,0.09453260898590088,0.620803895638114,0.027,95.0,32.0,24320,0,0,,,,,,
fpe_b1,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,,linear,1,256,64,30,30,cosine,uniform,1,32,0,0.7125000357627869,0.70333331823349,0.027652882039546967,0.021568695764093388,0.026,94.03,1.0,24320,0,0,,,,,,
learned,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,,linear,1,256,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.996666669845581,0.42484593391418457,0.6877219482628344,0.325,94.5,1.0,24448,0,0,,,,,,
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,linear,1,256,64,30,30,cosine,uniform,1,32,0,0.9883333444595337,0.9800000190734863,0.22398750483989716,0.8068249056755504,0.012,94.0,1.0,24320,0,0,,,,,,
gaussian,linear,gaussian,bipolar,none,raw,,,,linear,1,512,64,30,30,cosine,uniform,1,32,0,0.9908333420753479,0.9860000014305115,0.24046951532363892,0.8864091350609324,0.006,188.0,1.0,48640,0,0,1.0,64.0,,,,
rademacher,linear,rademacher,bipolar,none,raw,,,,linear,1,512,64,30,30,cosine,uniform,1,32,0,0.9941666722297668,0.9893333315849304,0.24460262060165405,0.8852217762910883,0.006,188.0,1.0,48640,0,0,1.0,64.0,,,,
very_sparse,linear,very_sparse,bipolar,none,raw,,,,linear,1,512,64,30,30,cosine,uniform,1,32,0,0.9925000071525574,0.9879999756813049,0.24372999370098114,0.8877840515342839,0.006,76.36,1.0,20060,0,0,0.1278,64.0,,,,
count_sketch,linear,count_sketch,bipolar,none,raw,,,,linear,1,512,64,30,30,cosine,uniform,1,32,0,0.9550000429153442,0.9446666836738586,0.011089912615716457,0.6428823599052831,0.007,60.25,1.0,15936,0,0,0.002,60.0,,,,
srht,linear,srht,bipolar,none,raw,,,,linear,1,512,64,30,30,cosine,uniform,1,32,0,0.9458333849906921,0.9453333020210266,0.19914191961288452,0.6298219804074099,0.008,188.0,1.0,48640,0,0,1.0,64.0,,,,
orthogonal,linear,orthogonal,bipolar,none,raw,,,,linear,1,512,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.9913333058357239,0.25448253750801086,0.9254467620082856,0.007,188.0,1.0,48640,0,0,1.0,64.0,,,,
sobol,linear,sobol,bipolar,none,raw,,,,linear,1,512,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.996666669845581,0.2537592053413391,0.9181927187983295,0.008,188.0,1.0,48640,0,0,1.0,64.0,,,,
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_grid"": [0.05, 0.1, 0.25, 0.5, 1.0], ""bw_select"": ""val""}",,,linear,1,512,64,30,30,cosine,uniform,1,32,0,0.9950000047683716,0.9933333396911621,0.12845465540885925,0.5904396392343301,0.027,190.0,32.0,48640,0,0,,,,,,
fpe_b1,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,,linear,1,512,64,30,30,cosine,uniform,1,32,0,0.9041666984558105,0.8986666798591614,0.05372031778097153,0.027058004478557232,0.024,188.06,1.0,48640,0,0,,,,,,
learned,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,,linear,1,512,64,30,30,cosine,uniform,1,32,0,1.0,0.9979999661445618,0.427166223526001,0.7064501245290674,0.317,188.5,1.0,48768,0,0,,,,,,
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,linear,1,512,64,30,30,cosine,uniform,1,32,0,0.9925000071525574,0.9873332977294922,0.24337418377399445,0.8870428764957182,0.014,188.0,1.0,48640,0,0,,,,,,
gaussian,linear,gaussian,bipolar,none,raw,,,,linear,1,1024,64,30,30,cosine,uniform,1,32,0,1.0,0.9926666617393494,0.25013864040374756,0.9356412907035259,0.007,376.0,1.0,97280,0,0,1.0,64.0,,,,
rademacher,linear,rademacher,bipolar,none,raw,,,,linear,1,1024,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.9900000095367432,0.25113439559936523,0.9376317030401217,0.007,376.0,1.0,97280,0,0,1.0,64.0,,,,
very_sparse,linear,very_sparse,bipolar,none,raw,,,,linear,1,1024,64,30,30,cosine,uniform,1,32,0,0.996666669845581,0.9913333058357239,0.2521273195743561,0.9358616377010147,0.006,152.43,1.0,40047,0,0,0.1267,64.0,,,,
count_sketch,linear,count_sketch,bipolar,none,raw,,,,linear,1,1024,64,30,30,cosine,uniform,1,32,0,0.9600000381469727,0.9413332939147949,0.005534617230296135,0.6469270429288454,0.008,120.25,1.0,31808,0,0,0.001,61.0,,,,
srht,linear,srht,bipolar,none,raw,,,,linear,1,1024,64,30,30,cosine,uniform,1,32,0,0.9466667175292969,0.95333331823349,0.19646073877811432,0.6482739782115264,0.009,376.0,1.0,97280,0,0,1.0,64.0,,,,
orthogonal,linear,orthogonal,bipolar,none,raw,,,,linear,1,1024,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.9946666359901428,0.2571920156478882,0.9603912385909575,0.009,376.0,1.0,97280,0,0,1.0,64.0,,,,
sobol,linear,sobol,bipolar,none,raw,,,,linear,1,1024,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.9973333477973938,0.2574752867221832,0.9575346454399841,0.009,376.0,1.0,97280,0,0,1.0,64.0,,,,
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_grid"": [0.05, 0.1, 0.25, 0.5, 1.0], ""bw_select"": ""val""}",,,linear,1,1024,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9926666617393494,0.13519887626171112,0.6495470274553127,0.028,380.0,32.0,97280,0,0,,,,,,
fpe_b1,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,,linear,1,1024,64,30,30,cosine,uniform,1,32,0,0.9625000357627869,0.9519999623298645,0.06675177812576294,0.028165184759253423,0.025,376.12,1.0,97280,0,0,,,,,,
learned,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,,linear,1,1024,64,30,30,cosine,uniform,1,32,0,1.0,0.9973333477973938,0.4280475974082947,0.7196834409029632,0.341,376.5,1.0,97408,0,0,,,,,,
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,linear,1,1024,64,30,30,cosine,uniform,1,32,0,0.9958333373069763,0.9940000176429749,0.25204211473464966,0.9370566646278355,0.02,376.0,1.0,97280,0,0,,,,,,
gaussian,linear,gaussian,bipolar,none,raw,,,,linear,1,2048,64,30,30,cosine,uniform,1,32,0,1.0,0.9953333139419556,0.2556321918964386,0.9667889058706503,0.01,752.0,1.0,194560,0,0,1.0,64.0,,,,
rademacher,linear,rademacher,bipolar,none,raw,,,,linear,1,2048,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.9946666359901428,0.2553027868270874,0.9665892804381613,0.009,752.0,1.0,194560,0,0,1.0,64.0,,,,
very_sparse,linear,very_sparse,bipolar,none,raw,,,,linear,1,2048,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.9926666617393494,0.2559327185153961,0.9656646580626808,0.009,304.43,1.0,79983,0,0,0.1258,64.0,,,,
count_sketch,linear,count_sketch,bipolar,none,raw,,,,linear,1,2048,64,30,30,cosine,uniform,1,32,0,0.9616667032241821,0.9480000138282776,0.0028587551787495613,0.6524861251990582,0.01,240.25,1.0,63552,0,0,0.0005,62.0,,,,
srht,linear,srht,bipolar,none,raw,,,,linear,1,2048,64,30,30,cosine,uniform,1,32,0,0.9466667175292969,0.9593333005905151,0.19719278812408447,0.654371473243519,0.011,752.0,1.0,194560,0,0,1.0,64.0,,,,
orthogonal,linear,orthogonal,bipolar,none,raw,,,,linear,1,2048,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.9940000176429749,0.2588230073451996,0.9796739218284962,0.017,752.0,1.0,194560,0,0,1.0,64.0,,,,
sobol,linear,sobol,bipolar,none,raw,,,,linear,1,2048,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.9979999661445618,0.2589271068572998,0.9781464323591351,0.026,752.0,1.0,194560,0,0,1.0,64.0,,,,
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_grid"": [0.05, 0.1, 0.25, 0.5, 1.0], ""bw_select"": ""val""}",,,linear,1,2048,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.9946666359901428,0.14429756999015808,0.6989812658175756,0.043,760.0,32.0,194560,0,0,,,,,,
fpe_b1,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,,linear,1,2048,64,30,30,cosine,uniform,1,32,0,0.9816666841506958,0.9746666550636292,0.07399187237024307,0.032140310445298234,0.031,752.25,1.0,194560,0,0,,,,,,
learned,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,,linear,1,2048,64,30,30,cosine,uniform,1,32,0,1.0,0.9993333220481873,0.4281836748123169,0.7267766462770344,0.292,752.5,1.0,194688,0,0,,,,,,
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,linear,1,2048,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.9940000176429749,0.2569029629230499,0.9678169090167549,0.052,752.0,1.0,194560,0,0,,,,,,
gaussian,linear,gaussian,bipolar,none,raw,,,,linear,1,4096,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.996666669845581,0.2578774392604828,0.9828754963327289,0.016,1504.0,1.0,389120,0,0,1.0,64.0,,,,
rademacher,linear,rademacher,bipolar,none,raw,,,,linear,1,4096,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9959999918937683,0.2580358386039734,0.9826778147136952,0.016,1504.0,1.0,389120,0,0,1.0,64.0,,,,
very_sparse,linear,very_sparse,bipolar,none,raw,,,,linear,1,4096,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.9953333139419556,0.25756338238716125,0.9811936104573347,0.019,608.57,1.0,159891,0,0,0.1256,64.0,,,,
count_sketch,linear,count_sketch,bipolar,none,raw,,,,linear,1,4096,64,30,30,cosine,uniform,1,32,0,0.9641667008399963,0.9519999623298645,0.0014585262397304177,0.6573283561120802,0.019,480.25,1.0,127040,0,0,0.0002,63.0,,,,
srht,linear,srht,bipolar,none,raw,,,,linear,1,4096,64,30,30,cosine,uniform,1,32,0,0.9458333849906921,0.95333331823349,0.20478059351444244,0.6619018012210589,0.023,1504.0,1.0,389120,0,0,1.0,64.0,,,,
orthogonal,linear,orthogonal,bipolar,none,raw,,,,linear,1,4096,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.9959999918937683,0.2606654763221741,0.9896495241316333,0.027,1504.0,1.0,389120,0,0,1.0,64.0,,,,
sobol,linear,sobol,bipolar,none,raw,,,,linear,1,4096,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.996666669845581,0.25925764441490173,0.9889263337237966,0.03,1504.0,1.0,389120,0,0,1.0,64.0,,,,
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_grid"": [0.05, 0.1, 0.25, 0.5, 1.0], ""bw_select"": ""val""}",,,linear,1,4096,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.996666669845581,0.14933224022388458,0.6197166665200514,0.044,1520.0,32.0,389120,0,0,,,,,,
fpe_b1,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,,linear,1,4096,64,30,30,cosine,uniform,1,32,0,0.9916666746139526,0.9833333492279053,0.0774909034371376,0.0336724813171082,0.035,1504.5,1.0,389120,0,0,,,,,,
learned,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,,linear,1,4096,64,30,30,cosine,uniform,1,32,0,1.0,0.9973333477973938,0.42735740542411804,0.7323176411232912,0.312,1504.5,1.0,389248,0,0,,,,,,
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,linear,1,4096,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.9946666359901428,0.2580004930496216,0.9827209399061916,0.08,1504.0,1.0,389120,0,0,,,,,,
gaussian,linear,gaussian,bipolar,none,raw,,,,linear,2,32,64,30,30,cosine,uniform,1,32,0,0.5800000429153442,0.621999979019165,0.033832911401987076,0.5225919628668614,0.011,11.75,1.0,3040,0,0,1.0,32.0,,,,
rademacher,linear,rademacher,bipolar,none,raw,,,,linear,2,32,64,30,30,cosine,uniform,1,32,0,0.5883333683013916,0.5820000171661377,0.01424721535295248,0.4480606548388468,0.009,11.75,1.0,3040,0,0,1.0,32.0,,,,
very_sparse,linear,very_sparse,bipolar,none,raw,,,,linear,2,32,64,30,30,cosine,uniform,1,32,0,0.6299999952316284,0.6106666326522827,0.03536298871040344,0.429922756853338,0.009,4.8,1.0,1262,0,0,0.1318,32.0,,,,
count_sketch,linear,count_sketch,bipolar,none,raw,,,,linear,2,32,64,30,30,cosine,uniform,1,32,0,0.5724999904632568,0.5579999685287476,0.01602667011320591,0.461376124648011,0.009,4.0,1.0,1056,0,0,0.0312,29.0,,,,
srht,linear,srht,bipolar,none,raw,,,,linear,2,32,64,30,30,cosine,uniform,1,32,0,0.44333335757255554,0.44066667556762695,-0.046141717582941055,0.3913509979033023,0.009,11.75,1.0,3040,0,0,1.0,25.0,,,,
orthogonal,linear,orthogonal,bipolar,none,raw,,,,linear,2,32,64,30,30,cosine,uniform,1,32,0,0.659166693687439,0.668666660785675,0.0578497089445591,0.46655949821725706,0.016,11.75,1.0,3040,0,0,1.0,32.0,,,,
sobol,linear,sobol,bipolar,none,raw,,,,linear,2,32,64,30,30,cosine,uniform,1,32,0,0.5275000333786011,0.5479999780654907,0.000556858372874558,0.4197387826394158,0.01,11.75,1.0,3040,0,0,1.0,32.0,,,,
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_grid"": [0.05, 0.1, 0.25, 0.5, 1.0], ""bw_select"": ""val""}",,,linear,2,32,64,30,30,cosine,uniform,1,32,0,0.6691666841506958,0.6459999680519104,0.01831763982772827,0.35735677727229154,0.028,11.88,32.0,3040,0,0,,,,,,
fpe_b1,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,,linear,2,32,64,30,30,cosine,uniform,1,32,0,0.07999999821186066,0.1093333289027214,-0.20145133137702942,0.009955201444892198,0.026,11.75,1.0,3040,0,0,,,,,,
learned,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,,linear,2,32,64,30,30,cosine,uniform,1,32,0,0.9725000262260437,0.9746666550636292,0.35862869024276733,0.5074406463235397,0.296,12.25,1.0,3168,0,0,,,,,,
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,linear,2,32,64,30,30,cosine,uniform,1,32,0,0.5800000429153442,0.5486666560173035,0.013506137765944004,0.44004002254543856,0.014,11.75,1.0,3040,0,0,,,,,,
gaussian,linear,gaussian,bipolar,none,raw,,,,linear,2,64,64,30,30,cosine,uniform,1,32,0,0.8608333468437195,0.8673333525657654,0.1379118114709854,0.6088622552750045,0.009,23.5,1.0,6080,0,0,1.0,64.0,,,,
rademacher,linear,rademacher,bipolar,none,raw,,,,linear,2,64,64,30,30,cosine,uniform,1,32,0,0.8450000286102295,0.8619999885559082,0.12665687501430511,0.5672455417403429,0.009,23.5,1.0,6080,0,0,1.0,64.0,,,,
very_sparse,linear,very_sparse,bipolar,none,raw,,,,linear,2,64,64,30,30,cosine,uniform,1,32,0,0.8700000047683716,0.8733333349227905,0.1365487277507782,0.5758550651156782,0.009,9.48,1.0,2490,0,0,0.1235,64.0,,,,
count_sketch,linear,count_sketch,bipolar,none,raw,,,,linear,2,64,64,30,30,cosine,uniform,1,32,0,0.8516666889190674,0.8420000076293945,0.061664335429668427,0.5680395070962497,0.009,7.75,1.0,2048,0,0,0.0156,45.0,,,,
srht,linear,srht,bipolar,none,raw,,,,linear,2,64,64,30,30,cosine,uniform,1,32,0,0.8050000071525574,0.8059999942779541,0.1023579090833664,0.48183251731303883,0.009,23.5,1.0,6080,0,0,1.0,41.0,,,,
orthogonal,linear,orthogonal,bipolar,none,raw,,,,linear,2,64,64,30,30,cosine,uniform,1,32,0,0.9500000476837158,0.9553333520889282,0.19450761377811432,0.6549444819376251,0.006,23.5,1.0,6080,0,0,1.0,64.0,,,,
sobol,linear,sobol,bipolar,none,raw,,,,linear,2,64,64,30,30,cosine,uniform,1,32,0,0.8450000286102295,0.8560000061988831,0.12931044399738312,0.5616374478576137,0.011,23.5,1.0,6080,0,0,1.0,64.0,,,,
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_grid"": [0.05, 0.1, 0.25, 0.5, 1.0], ""bw_select"": ""val""}",,,linear,2,64,64,30,30,cosine,uniform,1,32,0,0.9016667008399963,0.9046666622161865,0.050578102469444275,0.42876596410193846,0.028,23.75,32.0,6080,0,0,,,,,,
fpe_b1,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,,linear,2,64,64,30,30,cosine,uniform,1,32,0,0.19583334028720856,0.2199999988079071,-0.06848835945129395,0.013782943853974404,0.026,23.51,1.0,6080,0,0,,,,,,
learned,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,,linear,2,64,64,30,30,cosine,uniform,1,32,0,0.9916666746139526,0.9926666617393494,0.38631191849708557,0.589231050622248,0.338,24.0,1.0,6208,0,0,,,,,,
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,linear,2,64,64,30,30,cosine,uniform,1,32,0,0.8650000095367432,0.8519999980926514,0.13002893328666687,0.5720405951979256,0.014,23.5,1.0,6080,0,0,,,,,,
gaussian,linear,gaussian,bipolar,none,raw,,,,linear,2,128,64,30,30,cosine,uniform,1,32,0,0.955833375453949,0.9626666307449341,0.19667606055736542,0.7144532562950657,0.007,47.0,1.0,12160,0,0,1.0,64.0,,,,
rademacher,linear,rademacher,bipolar,none,raw,,,,linear,2,128,64,30,30,cosine,uniform,1,32,0,0.9466667175292969,0.9466666579246521,0.1896851807832718,0.6884127476218482,0.006,47.0,1.0,12160,0,0,1.0,64.0,,,,
very_sparse,linear,very_sparse,bipolar,none,raw,,,,linear,2,128,64,30,30,cosine,uniform,1,32,0,0.9641667008399963,0.9493333101272583,0.1979590654373169,0.7030184409924929,0.006,18.99,1.0,4989,0,0,0.1246,64.0,,,,
count_sketch,linear,count_sketch,bipolar,none,raw,,,,linear,2,128,64,30,30,cosine,uniform,1,32,0,0.9108333587646484,0.9160000085830688,0.039829134941101074,0.6106347798915476,0.009,15.25,1.0,4032,0,0,0.0078,53.0,,,,
srht,linear,srht,bipolar,none,raw,,,,linear,2,128,64,30,30,cosine,uniform,1,32,0,0.9025000333786011,0.9126666784286499,0.1511317789554596,0.5596020553043907,0.009,47.0,1.0,12160,0,0,1.0,57.0,,,,
orthogonal,linear,orthogonal,bipolar,none,raw,,,,linear,2,128,64,30,30,cosine,uniform,1,32,0,0.9833333492279053,0.9826666712760925,0.22506169974803925,0.7766035850819448,0.006,47.0,1.0,12160,0,0,1.0,64.0,,,,
sobol,linear,sobol,bipolar,none,raw,,,,linear,2,128,64,30,30,cosine,uniform,1,32,0,0.9566667079925537,0.965999960899353,0.2067936509847641,0.7128654108614066,0.008,47.0,1.0,12160,0,0,1.0,64.0,,,,
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_grid"": [0.05, 0.1, 0.25, 0.5, 1.0], ""bw_select"": ""val""}",,,linear,2,128,64,30,30,cosine,uniform,1,32,0,0.971666693687439,0.968666672706604,0.07561816275119781,0.529895845242584,0.025,47.5,32.0,12160,0,0,,,,,,
fpe_b1,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,,linear,2,128,64,30,30,cosine,uniform,1,32,0,0.3958333432674408,0.4593333303928375,-0.006170245353132486,0.018170573499102304,0.026,47.02,1.0,12160,0,0,,,,,,
learned,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,,linear,2,128,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.996666669845581,0.4037620425224304,0.6428172106528282,0.287,47.5,1.0,12288,0,0,,,,,,
